"Rk","Player","Player_Href","Nation","Pos","Squad","Age","Born","Mins_Per_90","Att","Live_Pass Types","Dead_Pass Types","FK_Pass Types","TB_Pass Types","Sw_Pass Types","Crs_Pass Types","TI_Pass Types","CK_Pass Types","In_Corner Kicks","Out_Corner Kicks","Str_Corner Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Matches","url"
199,"Saman Ghoddos","/en/players/f7b1d4e0/Saman-Ghoddos","ir IRN","DF","Brentford",29,1993,8.2,448,370,74,15,0,3,42,34,24,10,10,0,325,4,8,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
200,"Morgan Gibbs-White","/en/players/32f60ed8/Morgan-Gibbs-White","eng ENG","MF,FW","Nott'ham Forest",23,2000,35.1,1482,1257,214,91,17,17,182,5,97,42,45,0,1046,11,30,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
201,"Bryan Gil","/en/players/7b5ab7f2/Bryan-Gil","es ESP","FW,MF","Tottenham",22,2001,2.3,157,155,2,0,0,0,11,2,0,0,0,0,127,0,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
202,"Alfie Gilchrist","/en/players/d91f104d/Alfie-Gilchrist","eng ENG","DF","Chelsea",19,2003,2.3,141,121,19,3,0,0,1,16,0,0,0,0,121,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
203,"Ryan Giles","/en/players/73b1d65b/Ryan-Giles","eng ENG","DF,MF","Luton Town",23,2000,5.6,218,157,61,6,0,0,49,41,14,6,8,0,140,0,8,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
204,"Billy Gilmour","/en/players/df10e27c/Billy-Gilmour","sct SCO","MF","Brighton",22,2001,23.6,2107,2036,64,34,9,8,34,1,20,11,9,0,1915,7,15,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
205,"Ben Godfrey","/en/players/9f7c837d/Ben-Godfrey","eng ENG","DF","Everton",25,1998,12.4,484,363,118,0,0,1,21,118,0,0,0,0,336,3,20,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
206,"André Gomes","/en/players/1961b2aa/Andre-Gomes","pt POR","MF,FW","Everton",30,1993,5.6,291,257,32,11,4,3,26,4,10,7,0,0,223,2,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
207,"João Gomes","/en/players/8b57ad2c/Joao-Gomes","br BRA","MF","Wolves",22,2001,29.4,1279,1209,62,35,7,5,25,9,14,4,4,3,1051,8,32,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
208,"Toti Gomes","/en/players/f0caab96/Toti-Gomes","pt POR","DF","Wolves",24,1999,30.8,1847,1685,158,41,1,5,13,117,0,0,0,0,1516,4,22,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
209,"Joe Gomez","/en/players/7a11550b/Joe-Gomez","eng ENG","DF","Liverpool",26,1997,19.8,1345,1172,169,14,3,9,39,153,0,0,0,0,1114,4,29,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
210,"Sergio Gómez","/en/players/01e5f06e/Sergio-Gomez","es ESP","FW,MF","Manchester City",22,2000,0.6,54,52,2,0,1,0,4,1,1,1,0,0,46,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
211,"Enso Gonzalez","/en/players/7e5bebeb/Enso-Gonzalez","py PAR","MF,DF","Wolves",18,2005,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
212,"Anthony Gordon","/en/players/2bd83368/Anthony-Gordon","eng ENG","FW","Newcastle Utd",22,2001,32.1,1055,963,90,14,8,11,111,20,50,18,16,0,803,2,33,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
213,"Kaide Gordon","/en/players/19a9cb70/Kaide-Gordon","eng ENG","FW","Liverpool",18,2004,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
214,"Daniel Gore","/en/players/861e9b3b/Daniel-Gore","eng ENG","MF","Manchester Utd",18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
215,"Ryan Gravenberch","/en/players/b8e740fb/Ryan-Gravenberch","nl NED","MF","Liverpool",21,2002,12.5,504,492,9,3,4,2,4,4,0,0,0,0,415,3,14,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
216,"Ivo Grbić","/en/players/3f034750/Ivo-Grbic","hr CRO","GK","Sheffield Utd",27,1996,8.6,298,162,134,45,0,0,0,0,0,0,0,0,148,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
217,"Jack Grealish","/en/players/b0b4fd3e/Jack-Grealish","eng ENG","FW,MF","Manchester City",27,1995,11.2,580,560,19,3,3,2,16,11,5,2,0,0,499,1,21,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
218,"Pascal Groß","/en/players/8aec0537/Pascal-Gross","de GER","MF,DF","Brighton",32,1991,34.6,3223,2903,309,120,5,16,238,47,133,56,57,3,2774,11,41,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
219,"Marc Guéhi","/en/players/d0706b27/Marc-Guehi","eng ENG","DF","Crystal Palace",23,2000,22.5,1309,1251,56,51,1,18,3,5,0,0,0,0,1138,2,5,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
220,"Bruno Guimarães","/en/players/82518f62/Bruno-Guimaraes","br BRA","MF","Newcastle Utd",25,1997,36.3,2313,2186,115,100,26,27,32,5,3,1,1,0,1941,12,31,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
221,"Malo Gusto","/en/players/d56b9520/Malo-Gusto","fr FRA","DF","Chelsea",20,2003,19.5,1423,1244,176,38,2,0,64,138,0,0,0,0,1230,3,29,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
222,"Joško Gvardiol","/en/players/5ad50391/Josko-Gvardiol","hr CRO","DF","Manchester City",21,2002,25.9,1919,1737,178,28,3,10,33,150,0,0,0,0,1671,4,38,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
223,"Erling Haaland","/en/players/1f44ac21/Erling-Haaland","no NOR","FW","Manchester City",23,2000,28.4,388,375,12,1,2,0,5,1,0,0,0,0,295,1,17,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
224,"Antwoine Hackford","/en/players/a7588cdc/Antwoine-Hackford","eng ENG","FW","Sheffield Utd",19,2004,0.1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
225,"Lewis Hall","/en/players/da011f18/Lewis-Hall","eng ENG","DF","Newcastle Utd",18,2004,8.7,552,474,76,11,0,2,23,59,6,6,0,0,452,2,12,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
226,"Gustavo Hamer","/en/players/eebacc07/Gustavo-Hamer","nl NED","MF","Sheffield Utd",26,1997,32.3,1103,946,152,43,5,9,115,1,78,45,22,4,756,5,27,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
227,"Luke Harris","/en/players/8c3078cd/Luke-Harris","wls WAL","MF","Fulham",18,2005,0.8,14,11,3,0,0,0,0,0,0,0,0,0,11,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
228,"Jack Harrison","/en/players/aa849a12/Jack-Harrison","eng ENG","MF,FW","Everton",26,1996,24.6,631,608,17,2,4,0,81,10,4,4,0,0,409,6,32,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
229,"Daiki Hashioka","/en/players/10cb48b7/Daiki-Hashioka","jp JPN","DF","Luton Town",24,1999,6.6,282,264,18,1,0,2,9,17,0,0,0,0,227,0,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
230,"Kai Havertz","/en/players/fed7cb61/Kai-Havertz","de GER","MF,FW","Arsenal",24,1999,29.3,955,938,12,3,2,0,12,6,0,0,0,0,764,5,16,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
231,"Jan Paul van Hecke","/en/players/4fd08daa/Jan-Paul-van-Hecke","nl NED","DF","Brighton",23,2000,26.3,2415,2344,65,42,3,6,4,6,0,0,0,0,2225,6,4,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
232,"Hwang Hee-chan","/en/players/169fd162/Hwang-Hee-chan","kr KOR","FW,MF","Wolves",27,1996,23.5,551,508,43,1,3,3,11,10,4,0,0,0,424,0,23,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
233,"Dean Henderson","/en/players/e5a76dfe/Dean-Henderson","eng ENG","GK","Crystal Palace",26,1997,18,485,342,140,35,0,0,0,0,0,0,0,0,280,3,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
234,"Rico Henry","/en/players/8a3c1dc7/Rico-Henry","eng ENG","DF","Brentford",26,1997,4.5,183,165,17,2,0,3,11,15,0,0,0,0,147,1,4,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
235,"Son Heung-min","/en/players/92e7e919/Son-Heung-min","kr KOR","FW","Tottenham",31,1992,32.6,1075,996,75,3,17,2,36,10,3,0,0,0,887,4,36,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
236,"Aaron Hickey","/en/players/1780bb4a/Aaron-Hickey","sct SCO","DF","Brentford",21,2002,7.9,277,254,23,3,1,3,5,20,0,0,0,0,243,0,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
237,"James Hill","/en/players/69942fb3/James-Hill","eng ENG","DF","Bournemouth",21,2002,0.8,42,34,8,0,0,0,0,8,0,0,0,0,28,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
238,"Jack Hinshelwood","/en/players/e98211e7/Jack-Hinshelwood","eng ENG","DF","Brighton",18,2005,9.7,498,431,67,14,0,3,10,53,0,0,0,0,418,0,4,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
239,"Mason Holgate","/en/players/d0042ab9/Mason-Holgate","eng ENG","DF","Sheffield Utd",26,1996,7.9,211,169,41,3,0,1,7,38,0,0,0,0,138,1,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
240,"Callum Hudson-Odoi","/en/players/15f3ec41/Callum-Hudson-Odoi","eng ENG","FW,MF","Nott'ham Forest",22,2000,20.6,738,707,27,6,3,8,74,11,9,5,2,0,576,4,17,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
241,"Will Hughes","/en/players/a0666d3e/Will-Hughes","eng ENG","MF","Crystal Palace",28,1995,21,878,806,71,19,2,1,30,0,17,7,10,0,731,1,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
242,"Pierre Højbjerg","/en/players/8b04d6c1/Pierre-Hojbjerg","dk DEN","MF","Tottenham",27,1995,14.6,1415,1364,41,31,2,12,14,8,2,0,0,0,1234,10,14,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
243,"Rasmus Højlund","/en/players/491a433d/Rasmus-Hojlund","dk DEN","FW","Manchester Utd",20,2003,24,402,369,30,0,1,0,6,2,0,0,0,0,304,3,16,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
244,"Igor","/en/players/a4e85758/Igor","br BRA","DF","Brighton",25,1998,18.2,1497,1388,105,25,2,3,1,75,0,0,0,0,1398,4,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
245,"Danny Ings","/en/players/07802f7f/Danny-Ings","eng ENG","FW","West Ham",31,1992,4.5,107,100,6,0,0,0,1,0,0,0,0,0,76,1,6,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
246,"Tim Iroegbunam","/en/players/84c5ceea/Tim-Iroegbunam","eng ENG","MF","Aston Villa",20,2003,1.8,55,54,1,1,0,0,0,0,0,0,0,0,51,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
247,"Alexander Isak","/en/players/8e92be30/Alexander-Isak","se SWE","FW","Newcastle Utd",23,1999,25.1,493,428,62,0,5,2,10,6,1,0,0,0,385,3,21,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
248,"Alex Iwobi","/en/players/6ca5ec4b/Alex-Iwobi","ng NGA","MF","Everton",27,1996,1.6,42,34,7,0,0,0,10,1,6,4,2,0,27,1,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
249,"Alex Iwobi","/en/players/6ca5ec4b/Alex-Iwobi","ng NGA","FW,MF","Fulham",27,1996,24.4,1051,1029,21,1,6,7,60,8,1,0,0,0,821,1,32,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
250,"Nicolas Jackson","/en/players/9c36ed83/Nicolas-Jackson","sn SEN","FW","Chelsea",22,2001,31.1,666,613,52,1,11,0,5,2,0,0,0,0,515,1,25,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
251,"Reece James","/en/players/1265a93a/Reece-James","eng ENG","DF","Chelsea",23,1999,4.7,341,284,57,10,4,2,28,46,1,0,1,0,275,0,5,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
252,"Vitaly Janelt","/en/players/8449d35e/Vitaly-Janelt","de GER","MF,DF","Brentford",25,1998,33.9,1398,1345,49,14,4,12,59,29,6,2,1,2,1088,4,26,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
253,"Daniel Jebbison","/en/players/03edb878/Daniel-Jebbison","eng ENG","FW","Sheffield Utd",19,2003,0.2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
254,"Mathias Jensen","/en/players/0f134faf/Mathias-Jensen","dk DEN","MF","Brentford",27,1996,24.5,1202,924,272,47,8,25,113,111,65,32,16,5,875,6,24,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
255,"Gabriel Jesus","/en/players/b66315ae/Gabriel-Jesus","br BRA","FW","Arsenal",26,1997,16.4,513,482,23,2,8,2,9,6,0,0,0,0,403,8,18,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
256,"Raúl Jiménez","/en/players/b561db50/Raul-Jimenez","mx MEX","FW","Fulham",32,1991,15.5,382,370,11,4,4,3,7,1,0,0,0,0,262,1,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
257,"João Pedro","/en/players/e8832875/Joao-Pedro","br BRA","FW,MF","Brighton",21,2001,22.7,818,775,38,2,6,2,29,10,2,0,0,0,659,5,26,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
258,"Joelinton","/en/players/c17bfb65/Joelinton","br BRA","MF,FW","Newcastle Utd",26,1996,14.2,627,600,25,18,3,2,2,7,0,0,0,0,524,2,18,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
259,"Ben Johnson","/en/players/9319781b/Ben-Johnson","eng ENG","DF,FW","West Ham",23,2000,6,334,289,43,3,0,3,31,39,1,0,0,0,246,2,15,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
260,"Brennan Johnson","/en/players/0cd31129/Brennan-Johnson","wls WAL","FW","Tottenham",22,2001,23.2,728,710,14,0,0,1,68,13,0,0,0,0,519,4,37,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
261,"Brennan Johnson","/en/players/0cd31129/Brennan-Johnson","wls WAL","FW,MF","Nott'ham Forest",22,2001,2.6,61,55,5,0,0,0,2,0,0,0,0,0,47,1,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
262,"Joseph Johnson","/en/players/d9e7c4da/Joseph-Johnson","eng ENG","DF","Luton Town",17,2006,0.9,36,33,2,1,0,0,0,1,0,0,0,0,30,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
263,"Sam Johnstone","/en/players/9e5708be/Sam-Johnstone","eng ENG","GK","Crystal Palace",30,1993,20,599,408,186,45,0,3,0,0,0,0,0,0,343,5,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
264,"Curtis Jones","/en/players/4fb9c88f/Curtis-Jones","eng ENG","MF","Liverpool",22,2001,13,776,749,25,4,4,2,4,20,1,0,0,0,707,2,5,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
265,"Jorginho","/en/players/45db685d/Jorginho","it ITA","MF","Arsenal",31,1991,10.2,785,759,18,13,5,1,3,1,0,0,0,0,699,8,5,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
266,"Diogo Jota","/en/players/178ae8f8/Diogo-Jota","pt POR","FW","Liverpool",26,1996,12.7,394,393,1,0,5,1,9,1,0,0,0,0,287,0,22,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
267,"Mads Juel Andersen","/en/players/f098c03e/Mads-Juel-Andersen","dk DEN","DF","Luton Town",25,1997,4.4,117,115,2,0,0,1,0,2,0,0,0,0,87,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
268,"Hamed Junior Traorè","/en/players/570bb4b9/Hamed-Junior-Traore","ci CIV","MF","Bournemouth",23,2000,0.5,27,26,1,0,1,0,3,0,1,1,0,0,18,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
269,"Mathias Jørgensen","/en/players/0db5d2c8/Mathias-Jorgensen","dk DEN","DF","Brentford",33,1990,12.1,593,526,64,3,1,0,8,61,0,0,0,0,446,3,11,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
270,"Issa Kaboré","/en/players/c066d1a5/Issa-Kabore","bf BFA","DF","Luton Town",22,2001,19.2,759,601,157,6,1,0,66,151,0,0,0,0,533,1,44,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
271,"Sasa Kalajdzic","/en/players/15f24fe7/Sasa-Kalajdzic","at AUT","FW","Wolves",26,1997,1.8,60,59,1,0,0,0,1,0,0,0,0,0,38,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
272,"Boubacar Kamara","/en/players/cc77354e/Boubacar-Kamara","fr FRA","MF","Aston Villa",23,1999,18.4,1035,994,40,32,6,8,2,8,0,0,0,0,922,1,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
273,"Willy Kambwala","/en/players/6a7353d7/Willy-Kambwala","fr FRA","DF","Manchester Utd",18,2004,3.7,192,187,5,3,0,0,0,1,0,0,0,0,163,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
274,"Thomas Kaminski","/en/players/1caa93a5/Thomas-Kaminski","be BEL","GK","Luton Town",30,1992,37.8,1468,969,493,152,0,2,0,0,0,0,0,0,869,6,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
275,"Loris Karius","/en/players/32e7ce92/Loris-Karius","de GER","GK","Newcastle Utd",30,1993,1,37,24,12,3,0,0,0,0,0,0,0,0,21,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
276,"Michael Keane","/en/players/c5b7c315/Michael-Keane","eng ENG","DF","Everton",30,1993,4.9,221,217,3,3,0,1,0,0,0,0,0,0,171,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
277,"Thilo Kehrer","/en/players/51dbeea9/Thilo-Kehrer","de GER","DF,MF","West Ham",26,1996,0.2,9,7,2,0,0,0,0,2,0,0,0,0,9,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
278,"Caoimhín Kelleher","/en/players/62d7ef38/Caoimhin-Kelleher","ie IRL","GK","Liverpool",24,1998,10,442,401,38,10,0,0,0,0,0,0,0,0,359,3,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
279,"Lloyd Kelly","/en/players/f31def1e/Lloyd-Kelly","eng ENG","DF","Bournemouth",24,1998,17.3,906,771,129,22,1,10,21,107,0,0,0,0,673,6,19,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
280,"Omari Kellyman","/en/players/aa888da7/Omari-Kellyman","eng ENG","FW","Aston Villa",17,2005,0.4,7,6,1,0,0,0,0,0,0,0,0,0,6,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
281,"Milos Kerkez","/en/players/0ad53bdc/Milos-Kerkez","hu HUN","DF","Bournemouth",19,2003,21.9,844,677,165,5,1,3,55,160,0,0,0,0,613,2,20,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
282,"Kaine Kesler-Hayden","/en/players/9b066938/Kaine-Kesler-Hayden","eng ENG","MF,DF","Aston Villa",20,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
283,"Max Kilman","/en/players/d0f72bf1/Max-Kilman","eng ENG","DF","Wolves",26,1997,38,2309,2245,55,38,2,20,6,8,0,0,0,0,1979,9,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
284,"Jakub Kiwior","/en/players/dc3e663e/Jakub-Kiwior","pl POL","DF","Arsenal",23,2000,10.5,625,550,73,6,1,1,12,67,0,0,0,0,523,2,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
285,"Justin Kluivert","/en/players/4c3a6744/Justin-Kluivert","nl NED","MF,FW","Bournemouth",24,1999,21.3,421,399,18,1,0,3,29,7,2,0,0,1,288,4,19,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
286,"Luca Koleosho","/en/players/fc076f78/Luca-Koleosho","it ITA","MF,FW","Burnley",18,2004,10.8,274,267,6,2,0,0,23,4,0,0,0,0,192,1,16,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
287,"Ibrahima Konaté","/en/players/5ed9b537/Ibrahima-Konate","fr FRA","DF","Liverpool",24,1999,17.5,1463,1426,35,24,5,6,1,11,0,0,0,0,1286,2,8,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
288,"Ezri Konsa","/en/players/0313a347/Ezri-Konsa","eng ENG","DF","Aston Villa",25,1997,34.1,2094,1896,197,71,1,0,17,123,0,0,0,0,1907,1,24,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
289,"Cheikhou Kouyaté","/en/players/8d3c902d/Cheikhou-Kouyate","sn SEN","MF","Nott'ham Forest",33,1989,2.4,74,73,0,0,0,0,0,0,0,0,0,0,47,1,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
290,"Mateo Kovačić","/en/players/79c0821a/Mateo-Kovacic","hr CRO","MF","Manchester City",29,1994,17.2,1527,1491,34,24,4,1,0,2,1,0,0,0,1435,2,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
291,"Emil Krafth","/en/players/77cf6852/Emil-Krafth","se SWE","DF","Newcastle Utd",28,1994,10.1,580,514,65,11,0,0,17,53,1,0,0,0,488,1,14,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
292,"Mohammed Kudus","/en/players/b62878a5/Mohammed-Kudus","gh GHA","FW,MF","West Ham",22,2000,27.6,875,855,16,8,3,6,94,4,2,1,0,0,677,4,43,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
293,"Dejan Kulusevski","/en/players/df3cda47/Dejan-Kulusevski","se SWE","FW,MF","Tottenham",23,2000,30.7,1234,1185,42,8,12,6,89,6,24,6,0,0,953,7,55,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
294,"Adam Lallana","/en/players/99813635/Adam-Lallana","eng ENG","MF,FW","Brighton",35,1988,9.4,509,491,15,5,3,0,7,0,4,0,0,0,451,3,9,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
295,"Tariq Lamptey","/en/players/f4e433d4/Tariq-Lamptey","gh GHA","DF,FW","Brighton",22,2000,10.2,454,400,51,2,0,0,31,49,0,0,0,0,379,3,9,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
296,"Aymeric Laporte","/en/players/119b9a8e/Aymeric-Laporte","es ESP","DF","Manchester City",29,1994,0.1,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
297,"Yasser Larouci","/en/players/0ed063d6/Yasser-Larouci","dz ALG","DF","Sheffield Utd",22,2001,5.9,185,171,13,0,0,0,6,13,0,0,0,0,131,1,14,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
298,"Jamaal Lascelles","/en/players/450ab6fc/Jamaal-Lascelles","eng ENG","DF","Newcastle Utd",29,1993,12,774,764,8,6,0,3,1,2,0,0,0,0,669,2,5,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
